date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2020-11-13 00:00:00,,,,,,,,,,
2020-11-14 00:00:00,,,,,,,,,,
2020-11-15 00:00:00,,,,,,,,,,
2020-11-16 00:00:00,,,,,,,,,,
2020-11-17 00:00:00,,,,,,,,,,
2020-11-18 00:00:00,,,,,,,,,,
2020-11-19 00:00:00,,,,,,,,,,
2020-11-20 00:00:00,,,,,,,,,,
2020-11-21 00:00:00,,,,,,,,,,
2020-11-22 00:00:00,,,,,,,,,,
2020-11-23 00:00:00,,,,,,,,,,
2020-11-24 00:00:00,,,,,,,,,,
2020-11-25 00:00:00,,,,,,,,,,
2020-11-26 00:00:00,,,,,,,,,,
2020-11-27 00:00:00,,,,,,,,,,
2020-11-28 00:00:00,,,,,,,,,,
2020-11-29 00:00:00,,,,,,,,,,
2020-11-30 00:00:00,,,,,,,,,,
2020-12-01 00:00:00,,,,,,,,,,
2020-12-02 00:00:00,,,,,,,,,,
2020-12-03 00:00:00,,,,,,,,,,
2020-12-04 00:00:00,,,,,,,,,,
2020-12-05 00:00:00,,,,,,,,,,
2020-12-06 00:00:00,,,,,,,,,,
2020-12-07 00:00:00,,,,,,,,,,
2020-12-08 00:00:00,,,,,,,,,,
2020-12-09 00:00:00,,,,,,,,,,
2020-12-10 00:00:00,,,,,,,,,,
2020-12-11 00:00:00,,,,,,,,,,
2020-12-12 00:00:00,,,,,,,,,,
2020-12-13 00:00:00,,,,,,,,,,
2020-12-14 00:00:00,,,,,,,,,,
2020-12-15 00:00:00,,,,,,,,,,
2020-12-16 00:00:00,,,,,,,,,,
2020-12-17 00:00:00,,,,,,,,,,
2020-12-18 00:00:00,,,,,,,,,,
2020-12-19 00:00:00,,,,,,,,,,
2020-12-20 00:00:00,,,,,,,,,,
2020-12-21 00:00:00,,,,,,,,,,
2020-12-22 00:00:00,,,,,,,,,,
2020-12-23 00:00:00,,,,,,,,,,
2020-12-24 00:00:00,,,,,,,,,,
2020-12-25 00:00:00,,,,,,,,,,
2020-12-26 00:00:00,,,,,,,,,,
2020-12-27 00:00:00,,,,,,,,,,
2020-12-28 00:00:00,,,,,,,,,,
2020-12-29 00:00:00,,,,,,,,,,
2020-12-30 00:00:00,,,,,,,,,,
2020-12-31 00:00:00,,,,,,,,,,
2021-01-01 00:00:00,,,,,,,,,,
2021-01-02 00:00:00,20.4,13.8,27.8,0,,3,3.8,,1015.9,
2021-01-03 00:00:00,20.8,14.1,30,0,,356,4.3,,1014.3,
2021-01-04 00:00:00,22,15.1,30.7,0,,351,5.2,,1014.4,
2021-01-05 00:00:00,23.9,17.1,32.2,0,,334,4.1,,1013.4,
2021-01-06 00:00:00,25.7,20.4,33.1,0,,11,3.1,,1011.5,
2021-01-07 00:00:00,26.4,21.8,33,0,,95,3.2,,1010.5,
2021-01-08 00:00:00,26.7,23.4,31.5,0,,100,5.5,,1011.4,
2021-01-09 00:00:00,24.2,20.8,28.5,0,,144,5.9,,1013.2,
2021-01-10 00:00:00,23,17.9,29.1,0,,118,4.5,,1013,
2021-01-11 00:00:00,23.7,18.1,29.7,0,,103,6.1,,1014.5,
2021-01-12 00:00:00,20.7,17.9,23.9,0,,36,6.5,,1017.7,
2021-01-13 00:00:00,19.1,13.9,26,0,,2,5,,1015.8,
2021-01-14 00:00:00,20.8,14.6,28.9,0,,343,4.5,,1013.3,
2021-01-15 00:00:00,22.2,16.3,30.2,0,,49,3.8,,1010.8,
2021-01-16 00:00:00,23,17,31,0,,71,3.9,,1010.1,
2021-01-17 00:00:00,24.3,18.7,30.8,0,,66,5.3,,1013.2,
2021-01-18 00:00:00,23.1,19.8,28.5,0,,40,5.1,,1015.8,
2021-01-19 00:00:00,21.4,15.9,27.9,0,,94,3.6,,1014.2,
2021-01-20 00:00:00,21.4,15.5,28.7,0,,115,4,,1012.9,
2021-01-21 00:00:00,22,15.5,31,0,,38,4.3,,1011.6,
2021-01-22 00:00:00,22.9,16.1,31.6,0,,51,3.9,,1010.6,
2021-01-23 00:00:00,23.6,16.7,32.3,0,,96,4.6,,1010.2,
2021-01-24 00:00:00,24.8,18,33.2,0,,7,4.5,,1010.7,
2021-01-25 00:00:00,24.9,18.8,33.1,0,,36,4.4,,1011,
2021-01-26 00:00:00,25.4,18.2,34,0,,5,4.4,,1010.3,
2021-01-27 00:00:00,25.9,19.9,33.5,0,,75,4.7,,1010.7,
2021-01-28 00:00:00,26.4,19.8,34,0,,36,3.6,,1012,
2021-01-29 00:00:00,26.2,22.7,31,0.2,,122,5.4,,1013.1,
2021-01-30 00:00:00,25.7,21.6,31,0,,124,4.2,,1013.4,
2021-01-31 00:00:00,25.2,19.6,32,0,,96,3.7,,1013.6,
2021-02-01 00:00:00,26.1,20.4,33.2,0,,70,3.8,,1013.4,
2021-02-02 00:00:00,26.6,20.5,33.6,0,,50,4.5,,1012.8,
2021-02-03 00:00:00,26.7,21.4,34.2,0,,110,5.3,,1012.6,
2021-02-04 00:00:00,26.5,20.1,34,0,,62,3.2,,1013.5,
2021-02-05 00:00:00,25.8,20,32.3,0,,113,4,,1012.9,
2021-02-06 00:00:00,25.9,20,33,0,,121,3.9,,1011.5,
2021-02-07 00:00:00,26.3,20,33.5,0,,142,5.4,,1010.7,
2021-02-08 00:00:00,24.6,21.6,29,11.2,,39,5,,1010.7,
2021-02-09 00:00:00,23.3,19.5,28.3,1.3,,6,9.5,,1011.6,
2021-02-10 00:00:00,22.5,17,31,0,,10,6.8,,1012.1,
2021-02-11 00:00:00,22,15.8,29.6,0,,17,5.3,,1012.3,
2021-02-12 00:00:00,23.7,17,31,0,,129,5.5,,1012.1,
2021-02-13 00:00:00,25.4,20,31.9,0,,134,6.6,,1012,
2021-02-14 00:00:00,25.6,19.6,33.3,0,,141,6,,1011.8,
2021-02-15 00:00:00,26.2,20,32.6,0,,120,6.6,,1010,
2021-02-16 00:00:00,27,21.6,33.7,0,,129,6.5,,1009.5,
2021-02-17 00:00:00,26.7,21.8,34,0.1,,52,4.3,,1011.7,
2021-02-18 00:00:00,26.4,22,32.2,0,,82,5.3,,1015.2,
2021-02-19 00:00:00,24.9,19,31.1,0,,75,5.8,,1016.7,
2021-02-20 00:00:00,24.1,18.7,30.3,0,,123,4.7,,1015.1,
2021-02-21 00:00:00,24.8,19,31.6,0,,143,4.2,,1012.9,
2021-02-22 00:00:00,25.9,18.6,34.6,0,,127,4.6,,1010.9,
2021-02-23 00:00:00,27,20.1,34.8,0,,92,4,,1009.7,
2021-02-24 00:00:00,28.4,21.5,35.3,0,,176,5.6,,1008,
2021-02-25 00:00:00,29.7,24,36.3,0,,260,9.1,,1006.8,
2021-02-26 00:00:00,28.6,20.4,36.9,0,,254,8.6,,1005.5,
2021-02-27 00:00:00,27.7,20,35.6,0,,259,6,,1005.9,
2021-02-28 00:00:00,27.8,19.7,35.5,0,,167,6.7,,1007.4,
2021-03-01 00:00:00,26.8,19.2,35.2,0,,140,5.4,,1010.7,
2021-03-02 00:00:00,27.7,19.4,36.2,0,,109,4.5,,1010.9,
2021-03-03 00:00:00,28.7,23.6,35.7,2.3,,142,10.1,,1010.7,
2021-03-04 00:00:00,27.6,22.8,32.5,0.2,,114,5.6,,1011.9,
2021-03-05 00:00:00,29.2,23.3,35.2,0,,127,5.9,,1010.6,
2021-03-06 00:00:00,28.5,22.2,35.8,0,,128,5,,1011.1,
2021-03-07 00:00:00,29,21.6,36,0,,123,5.8,,1010.4,
2021-03-08 00:00:00,29.2,23.8,35,0,,129,7.8,,1011.6,
2021-03-09 00:00:00,29.3,23.3,35.6,0,,122,5,,1011.4,
2021-03-10 00:00:00,29.3,23.5,35.3,0,,115,5.1,,1011.6,
2021-03-11 00:00:00,29.1,23.6,35.3,0,,98,4.4,,1011.8,
2021-03-12 00:00:00,29.4,23.7,35.7,0,,59,2.8,,1011.8,
2021-03-13 00:00:00,29.6,24.5,34.8,0,,88,4.2,,1011.3,
2021-03-14 00:00:00,28.9,24.6,35,0.8,,124,4.5,,1009.8,
2021-03-15 00:00:00,29.8,24.5,35.2,0,,122,5,,1008.3,
2021-03-16 00:00:00,30.1,24.8,35.8,0,,149,4.9,,1007.7,
2021-03-17 00:00:00,30.5,25.5,36,0,,157,6.2,,1007.5,
2021-03-18 00:00:00,30.9,25.9,36.5,0,,136,4.2,,1007.2,
2021-03-19 00:00:00,31.4,26,37.4,0,,152,6.2,,1006.3,
2021-03-20 00:00:00,31.6,26,37.7,0,,148,5.6,,1005.1,
2021-03-21 00:00:00,31.9,26.5,38,0.1,,147,7.1,,1006.1,
2021-03-22 00:00:00,28.7,25.3,35,14.1,,117,5.4,,1011.5,
2021-03-23 00:00:00,29,25.9,35,0,,121,5.1,,1012.4,
2021-03-24 00:00:00,29.3,23.5,36.5,0,,142,5.8,,1009.5,
2021-03-25 00:00:00,30.9,25.6,37,0,,143,5.9,,1007.9,
2021-03-26 00:00:00,31.4,26.2,37,0,,164,6.8,,1007.4,
2021-03-27 00:00:00,31.6,27,37.6,0.1,,167,6.4,,1006.8,
2021-03-28 00:00:00,31.6,27,37.5,0.1,,157,7.1,,1006.1,
2021-03-29 00:00:00,31.9,25.7,39.1,0,,176,6.5,,1005,
2021-03-30 00:00:00,31.8,26.6,37.9,0,,220,9.1,,1003.6,
2021-03-31 00:00:00,31.7,26.8,39,0,,214,9.2,,1003,
2021-04-01 00:00:00,31.4,25.2,39.1,0,,194,8.4,,1003.7,
2021-04-02 00:00:00,30.2,27.2,33.9,0,,152,4.8,,1005.2,
2021-04-03 00:00:00,31,26,38,10,,145,7,,1005.6,
2021-04-04 00:00:00,26.7,23.3,31.3,24.5,,14,6,,1008.8,
2021-04-05 00:00:00,25.8,23,31.2,24.6,,9,5.1,,1010.6,
2021-04-06 00:00:00,26,23,32.8,12.8,,40,2.8,,1011.7,
2021-04-07 00:00:00,26.1,21,33,5.1,,348,5.3,,1012,
2021-04-08 00:00:00,28.6,23.2,34.7,0,,19,2.6,,1009.4,
2021-04-09 00:00:00,28.9,25,36,0.7,,137,3.5,,1008.6,
2021-04-10 00:00:00,27.9,24.1,34.7,12.3,,77,5.9,,1010.7,
2021-04-11 00:00:00,28.9,25.4,34.2,1.9,,59,3.3,,1011.6,
2021-04-12 00:00:00,29.3,25.6,35.2,0.7,,131,4.2,,1011.3,
2021-04-13 00:00:00,29.5,24.7,36,2.5,,128,4.7,,1010.4,
2021-04-14 00:00:00,29.2,25.2,34.8,10.9,,154,5.7,,1009.7,
2021-04-15 00:00:00,29.1,23.2,34.3,0.3,,188,3.6,,1008.7,
2021-04-16 00:00:00,29.4,24.1,35.6,5.3,,179,6.4,,1008.3,
2021-04-17 00:00:00,26.8,23.7,31.7,16.3,,54,3.8,,1010.5,
2021-04-18 00:00:00,27,23.8,32,9,,46,3.3,,1010.4,
2021-04-19 00:00:00,27.7,23.7,33,1.7,,138,4.5,,1008.3,
2021-04-20 00:00:00,28.9,24.5,34.5,1.2,,152,4.5,,1007.6,
2021-04-21 00:00:00,30.2,24.8,36.2,0.1,,155,4,,1007.8,
2021-04-22 00:00:00,31.5,26.8,37,0,,208,4.9,,1006.7,
2021-04-23 00:00:00,32.3,27.5,37.5,0,,235,7.8,,1005.1,
2021-04-24 00:00:00,32.5,27.3,38.1,0,,215,5.6,,1005.5,
2021-04-25 00:00:00,32,27.9,37.8,0.5,,159,5.7,,1006.7,
2021-04-26 00:00:00,29.4,24.2,35.8,12.6,,139,4.5,,1007.6,
2021-04-27 00:00:00,27.4,24.9,30.5,7.4,,140,4.4,,1009.6,
2021-04-28 00:00:00,26.7,24.3,31.9,19,,38,3.4,,1011.3,
2021-04-29 00:00:00,25.9,23.9,32.5,24.1,,52,2.4,,1011.2,
2021-04-30 00:00:00,26.7,23.3,31.8,19.8,,96,3.1,,1010.6,
2021-05-01 00:00:00,26.8,23.7,31.8,12.7,,104,3.2,,1010.9,
2021-05-02 00:00:00,27.7,24.2,33.5,5.3,,272,3.5,,1010.1,
2021-05-03 00:00:00,29.3,24.8,34.5,0.3,,144,3.2,,1008.1,
2021-05-04 00:00:00,30.5,25.5,36.8,0,,308,2.6,,1007.4,
2021-05-05 00:00:00,30,25.9,35.4,0.1,,20,3.1,,1007.9,
2021-05-06 00:00:00,28.9,25,32.7,10,,147,4.9,,1010.8,
2021-05-07 00:00:00,29.8,25.4,34.1,0,,356,3,,1010.6,
2021-05-08 00:00:00,29.9,24.2,36.1,11.7,,71,3.3,,1008.8,
2021-05-09 00:00:00,28.7,24,32.9,0.4,,125,3.5,,1008.1,
2021-05-10 00:00:00,29.9,24.9,35.7,0,,178,3.7,,1007,
2021-05-11 00:00:00,30.9,25.5,36.6,0.1,,239,4.2,,1006.1,
2021-05-12 00:00:00,31.2,25.9,36.4,0.4,,218,5.7,,1005.3,
2021-05-13 00:00:00,31.1,27,36.7,0.2,,205,5.5,,1004.9,
2021-05-14 00:00:00,31.6,26.2,37.5,0.1,,174,5.6,,1004.7,
2021-05-15 00:00:00,32.2,26.1,37.6,0.1,,162,5.1,,1005.5,
2021-05-16 00:00:00,32.4,27.3,37.5,0.1,,137,6.5,,1005.8,
